,elongating embryo Ce,L1 larva Ce,dauer larva Ce,adult Ce,L2L3_larva
WBGene00000830,1555,379,3770,73,440
WBGene00000831,11231,45698,17181,3849,9473
WBGene00000832,7977,25280,11443,813,3255
WBGene00000833,47322,163645,49274,39877,146234
WBGene00000834,3460,9826,6973,3813,6236
WBGene00000835,8098,3803,2113,1104,7650
WBGene00000836,5184,12394,5880,6377,6673
WBGene00000837,15992,39758,10093,10991,11212
WBGene00000838,13593,20237,6276,9353,7589
WBGene00000839,8070,3360,6563,1979,4149
WBGene00000840,6717,5232,8081,2175,4072
WBGene00000841,264,575,326,141,755
WBGene00000843,10318,7485,3868,3230,6099
WBGene00000845,4237,1692,664,140,1337
WBGene00000846,4673,7957,3077,3389,2853
WBGene00000851,11,30,8334,8,41
WBGene00000853,4631,585,1220,19,408
WBGene00000854,4864,3391,3753,1168,2459
WBGene00000857,10311,3384,1177,167,1570
WBGene00000858,12923,4164,1579,51,1070
WBGene00000859,0,49,1,1,2
WBGene00000860,7,43,23,2,9
WBGene00000861,4,38,26,0,2
WBGene00000862,8,3892,21,19,483
WBGene00000863,18480,2980,1946,3279,2836
WBGene00000864,48,46,58,41,36
WBGene00000865,18040,1660,2670,20855,4084
WBGene00000866,620,573,482,5290,273
WBGene00000867,1179,444,585,6999,393
WBGene00000868,42553,5988,2804,59242,7194
WBGene00000869,13937,45833,17310,12557,34369
WBGene00000870,7370,12319,733,623,2685
WBGene00000871,2131,1137,2584,3537,1685
WBGene00000872,9362,17556,14119,2922,3001
WBGene00000874,9534,13172,9005,4514,7901
WBGene00000875,12002,5788,2126,13813,5574
WBGene00000876,7565,16788,8767,3589,4320
WBGene00000877,6856,7069,6399,2378,10490
WBGene00000878,32,164,147,651,811
WBGene00000879,24037,23372,15350,6655,23780
WBGene00000880,5305,2484,4952,1217,2440
WBGene00000881,44349,27240,16217,10603,36284
WBGene00000882,20631,1798,3602,622,16877
WBGene00000883,21297,71933,80557,38056,65183
WBGene00000884,4550,4871,1550,1617,1854
WBGene00000885,293,155,1758,662,622
WBGene00000886,2316,757,997,1050,690
WBGene00000887,3629,1075,1310,917,1142
WBGene00000888,3827,1324,1540,1141,1682
WBGene00000889,4640,5235,2730,1929,2414
WBGene00000890,4227,2584,3481,1606,2205
WBGene00000891,3326,2116,2223,1235,2973
WBGene00000892,1896,2395,1549,890,1364
WBGene00000893,2715,216,156,7,3447
WBGene00000894,19064,86577,35139,13300,15305
WBGene00000895,466,1473,514,25,320
WBGene00000896,13942,7306,3807,4052,10196
WBGene00000897,4000,26800,3136,2267,3026
WBGene00000898,9270,223700,18158,10418,11584
WBGene00000899,10027,40011,4434,1266,3663
WBGene00000900,6228,47415,8168,1876,4338
WBGene00000901,9463,188081,8293,2405,6473
WBGene00000902,2526,725,218,31,2926
WBGene00000903,1022,25024,7108,133,2503
WBGene00000904,4068,4455,1494,165,993
WBGene00000905,14,1173,407,61,948
WBGene00000906,3647,966,769,21,291
WBGene00000907,1119,1058,1505,8,389
WBGene00000908,2248,41042,53227,843,12710
WBGene00000910,2887,6819,3851,186,1897
WBGene00000911,19947,46591,17086,8203,13396
WBGene00000912,28257,289822,57866,5766,16155
WBGene00000913,4936,7593,4179,16604,2849
WBGene00000914,14795,34646,5349,1228,2847
WBGene00000915,47133,760656,746096,140144,216526
WBGene00000917,2842,2173,1397,739,1505
WBGene00000920,3,2915,135,59,1411
WBGene00000923,8275,6279,2696,1894,5177
WBGene00000928,194555,163,599,158,59963
WBGene00000929,11957,6913,9978,1166,3922
WBGene00000930,23,9,5,12,185
WBGene00000931,28341,85057,32864,7986,17687
WBGene00000932,299,10064,20300,2,224
WBGene00000933,4860,4622,3121,1118,4522
WBGene00000934,26,14183,1491,34,774
WBGene00000935,1171,2201,4245,11057,4640
WBGene00000936,414,14361,2684,190,1381
WBGene00000937,2679,2693,2251,770,1468
WBGene00000938,43741,67680,21807,5262,17136
WBGene00000939,10592,7985,9815,6235,9920
WBGene00000940,1740,4323,1387,856,2245
WBGene00000941,4699,9254,2236,2205,7356
WBGene00000942,74546,206630,11522,5960,56263
WBGene00000950,1127,2821,2291,78,739
WBGene00000951,51,4575,3231,56,1005
WBGene00000952,216,1083,184,23,317
WBGene00000953,3160,644,519,10,231
WBGene00000955,86,7407,4827,112,1847
WBGene00000958,6924,21106,5687,228,2480
WBGene00000959,10000,14897,7914,1078,5634
WBGene00000960,125,2713,515,12,201
WBGene00000961,36001,29602,2835,1784,12359
WBGene00000962,26718,52585,33671,31739,53455
WBGene00000963,2564,8836,6944,383,3530
WBGene00000964,4613,10267,2913,481,3367
WBGene00000965,1480,7699,3886,1626,2530
WBGene00000966,648,3723,192,240,918
WBGene00000967,2088,8868,6176,1478,9051
WBGene00000968,1454,528,419,83,1264
WBGene00000969,9376,7898,947,168,5505
WBGene00000970,10450,6164,5375,1900,5020
WBGene00000971,0,381,445,83,872
WBGene00000972,3869,169,43,11,224
WBGene00000973,4541,5998,3879,618,2537
WBGene00000974,72,73,554,502,283
WBGene00000975,532,11538,3694,2010,2936
WBGene00000976,3165,72679,8170,4385,4624
WBGene00000977,4,2576,265,341,1270
WBGene00000978,8,2462,1297,16,141
WBGene00000979,3381,415,63,11,791
WBGene00000980,543,5582,4162,345,409
WBGene00000981,1787,18868,557,585,2916
WBGene00000982,1890,3022,5865,523,2422
WBGene00000983,234,7087,195,310,1807
WBGene00000984,6217,3541,3445,553,4422
WBGene00000985,5655,18662,7118,3494,7065
WBGene00000986,13,358,54,16,294
WBGene00000987,1857,1835,2376,801,2084
WBGene00000988,3288,6133,2119,1965,8107
WBGene00000989,5,396,108,283,28
WBGene00000990,15620,891,138,271,3320
WBGene00000991,17641,11283,5333,4814,25915
WBGene00000992,11815,1477,4274,136,4548
WBGene00000993,940,5563,1347,1031,2113
WBGene00000994,4243,2456,3405,2093,2679
WBGene00000995,29827,33836,3426,5043,6371
WBGene00000996,9714,5670,3260,2775,6822
WBGene00000998,23735,174704,17954,5384,35948
WBGene00001000,35211,72621,4328,8603,67572
WBGene00001001,7459,5688,6807,3314,6099
WBGene00001002,3576,2837,2405,2721,2054
WBGene00001005,42169,20173,9508,10805,34650
WBGene00001006,140223,96919,7347,2201,18137
WBGene00001007,7831,10564,5357,2741,6345
WBGene00001008,5289,57759,9744,1616,9857
WBGene00001016,1630,1494,2433,3440,2111
WBGene00001017,13342,13041,9326,4319,8787
WBGene00001018,7261,2921,2761,1540,3663
WBGene00001019,9704,10882,5553,2065,5138
WBGene00001020,6612,1023,1628,939,3998
WBGene00001021,568,129,801,77,335
WBGene00001022,936,538,1393,337,528
WBGene00001023,28677,87772,12685,16985,10484
WBGene00001025,13152,11828,3832,1504,11256
WBGene00001026,15129,19086,5942,2844,5191
WBGene00001027,3600,3843,3491,2077,5569
WBGene00001028,3502,8369,3288,1073,3851
WBGene00001029,9123,3324,5465,5500,8544
WBGene00001030,14923,47074,50705,9384,19054
WBGene00001031,10664,126049,15984,5535,24377
WBGene00001032,4656,11864,2650,842,2959
WBGene00001033,1984,1297,1711,389,986
WBGene00001034,5799,3728,3630,1375,3128
WBGene00001035,3102,2328,2301,1274,2208
WBGene00001036,1356,774,1496,698,1511
WBGene00001037,16921,42830,29821,8770,20240
WBGene00001038,48204,72418,23078,3390,24146
WBGene00001039,2241,1016,1283,190,1208
WBGene00001040,2825,821,2648,830,1249
WBGene00001041,3665,2560,1900,2313,1745
WBGene00001042,8010,4841,3670,297,8254
WBGene00001043,5864,11675,4090,3137,6168
WBGene00001044,168,93,1239,253,251
WBGene00001045,15566,3231,708,1130,6573
WBGene00001046,250,385,467,1106,1073
WBGene00001047,20848,26789,6370,6091,18812
WBGene00001048,4205,2526,1906,677,1479
WBGene00001049,2999,1733,3577,2307,2863
WBGene00001050,1483,978,1516,531,740
WBGene00001051,12648,4353,3003,3481,5042
WBGene00001052,77,8460,2887,39,666
WBGene00001053,41,4084,2918,108,913
WBGene00001054,256,6400,2478,138,1363
WBGene00001055,900,4046,2015,1305,2729
WBGene00001056,9776,14503,10136,9321,12419
WBGene00001057,3730,4306,6279,2019,5754
WBGene00001058,1827,10782,6719,8621,8609
WBGene00001059,760,7310,11606,169,6203
WBGene00001060,3651,2928,1898,1619,1876
WBGene00001061,4999,5115,2938,3835,2364
WBGene00001062,5,36,24,0,7
WBGene00001063,5997,806,1509,20,4167
WBGene00001064,48363,177,148,56,23223
WBGene00001065,29173,82,135,36,19107
WBGene00001066,36,85,404,563,54791
WBGene00001067,327,567,148,414,44177
WBGene00001068,12,3046,204,179,23685
WBGene00001069,43152,79,117,23,20481
WBGene00001070,59,123,265,81,34937
WBGene00001071,144,56,124,73,17638
WBGene00001072,89079,477,251,139,23747
WBGene00001073,48553,19590,7408,4400,32478
WBGene00001074,56,48,213,524,52524
WBGene00001075,285905,1613,37,232,55
WBGene00001076,270384,1396,75,260,222
WBGene00001077,24918,6892,2515,1475,23279
WBGene00001078,4746,2414,1353,237,1879
WBGene00001079,21,49,65,4,2304
WBGene00001080,26189,110031,10361,7090,9471
WBGene00001081,25626,54860,17799,5150,14793
WBGene00001082,16920,22268,3615,2278,10510
WBGene00001085,15090,10201,7580,6299,7833
WBGene00001086,26498,27387,7630,3414,10106
WBGene00001087,10380,27752,4130,6340,7270
WBGene00001088,18679,18169,4258,4526,6898
WBGene00001089,31862,19250,10815,1292,22531
WBGene00001090,1650,1590,4667,1940,3762
WBGene00001092,301,45,326,88,121
WBGene00001093,5871,9625,8808,5931,7853
WBGene00001094,11849,24632,14617,12090,29205
WBGene00001095,1421,1744,2470,726,1919
WBGene00001096,348,860,98,11,64
WBGene00001099,7649,22008,4356,2778,24515
WBGene00001101,16769,48812,7480,1036,5604
WBGene00001102,4930,2184,469,5233,1789
WBGene00001103,23,54,25,172,5
WBGene00001104,180,61,6,1206,9
WBGene00001105,8478,65,19,56,41
WBGene00001106,11,164,8,0,13
WBGene00001107,2,88,81,1,65
WBGene00001108,25789,64,3,3,8
WBGene00001109,2032,577,1053,4,134
WBGene00001110,459,571,1796,1283,941
WBGene00001112,2515,2834,3766,2235,2797
WBGene00001113,111,24953,35956,515,15040
WBGene00001115,6182,7180,899,183,1150
WBGene00001116,2990,34143,3093,243,4159
WBGene00001117,3400,3537,1429,33,430
WBGene00001118,3422,5631,1789,106,629
WBGene00001119,741,1142,404,183,234
WBGene00001121,4658,1073,1362,15,253
WBGene00001122,1178,4174,1304,26,483
WBGene00001123,25819,1013,60,50,328
WBGene00001127,1050,1150,476,15,140
WBGene00001129,924,1531,447,7,116
WBGene00001130,14660,153967,9890,6224,14302
WBGene00001131,48972,88262,13973,2807,17022
WBGene00001132,15694,52242,4813,3522,28695
WBGene00001133,102,2103,94,8,106
WBGene00001134,7640,8979,7079,4055,8086
WBGene00001135,21,7645,1793,55,1179
WBGene00001136,265,316,71,17,223
WBGene00001137,68144,1231361,176458,60735,167312
WBGene00001145,13006,45077,7468,708,8710
WBGene00001147,182,280,51,7,82
WBGene00001148,11985,17471,4157,3493,12003
WBGene00001149,1651,225028,8216,6319,28921
WBGene00001150,1994,150,79,138,616
WBGene00001151,2072,2716,2095,702,2173
WBGene00001152,1073,2218,1659,208,796
WBGene00001153,7608,9442,3259,2435,6715
WBGene00001154,641,1391,679,834,2001
WBGene00001155,8915,18743,4908,10831,35445
WBGene00001156,78,2827,552,949,3325
WBGene00001157,2310,1604,1601,252,1639
WBGene00001158,2,390,42,32,405
WBGene00001159,5351,6296,1382,83,4068
WBGene00001160,5588,43408,25908,4179,6741
WBGene00001161,2974,2210,1273,1603,1058
WBGene00001162,1150,6066,854,431,530
WBGene00001163,25998,5855,1432,103,3827
WBGene00001164,0,4,3,103,8
WBGene00001165,7218,1664,363,400,572
WBGene00001166,13550,17581,11933,12921,20075
WBGene00001167,163193,943381,838546,251174,503588
WBGene00001168,285078,1634892,1303599,879089,1103229
WBGene00001169,258696,692245,199300,29874,286540
WBGene00001170,2297,410,31,20,37
WBGene00001171,871,12422,1371,87,1014
WBGene00001172,1874,840240,179907,3106,33408
WBGene00001173,15267,235733,41699,11713,23491
WBGene00001174,2437,2008,616,24,347
WBGene00001175,297,975,721,280,137
WBGene00001177,9549,161027,21033,2605,12729
WBGene00001178,4378,29012,11989,1077,6157
WBGene00001179,5746,18596,5160,535,2785
WBGene00001182,6930,33114,3088,306,5580
WBGene00001184,7290,16858,5052,481,4382
WBGene00001185,419,485,80,6,198
WBGene00001186,25616,22018,1669,2486,3349
WBGene00001187,23004,50561,10537,952,11486
WBGene00001188,1900,10588,1033,72,1870
WBGene00001189,1030,291315,97944,2714,25887
WBGene00001190,100,5428,2277,204,1364
WBGene00001193,10195,10030,943,525,821
WBGene00001194,38704,116340,23509,13420,14748
WBGene00001196,85953,315140,19839,5502,44531
WBGene00001202,19,3063,1234,84,379
WBGene00001204,4048,1951,375,13,480
WBGene00001207,9717,18239,2595,104,1205
WBGene00001208,19736,37879,8336,635,10483
WBGene00001209,21097,33998,25348,20196,40879
WBGene00001210,54720,5948,773,25,708
WBGene00001211,21,3808,1207,13,526
WBGene00001214,858,804,5013,4182,3645
WBGene00001215,7854,26800,9969,4275,8937
WBGene00001223,1032,54,9,0,4
WBGene00001224,8146,29928,4670,3924,5205
WBGene00001225,11868,42163,38566,8917,18245
WBGene00001226,17991,19222,15685,16384,44759
WBGene00001227,10841,26066,12514,9227,22006
WBGene00001228,5529,16363,6505,4089,8853
WBGene00001229,15527,21279,23765,5111,14179
WBGene00001230,8083,12856,13972,4919,10489
WBGene00001231,6521,7624,3840,3903,10113
WBGene00001232,4499,12112,8981,4262,7690
WBGene00001233,9418,17272,4801,2794,12657
WBGene00001234,5313,7371,4463,3785,5287
WBGene00001235,2879,2777,1215,1217,1688
WBGene00001236,7128,3760,1847,1958,2338
WBGene00001237,5,137,1,6,27
WBGene00001239,2290,72956,14474,12462,52650
WBGene00001240,3217,9108,2696,3877,25173
WBGene00001241,6583,7526,4349,3979,12269
WBGene00001242,3670,187,961,60,2104
WBGene00001243,20,9518,2667,5439,38557
WBGene00001244,7089,13273,3279,5530,49838
WBGene00001245,13,56,5,56,455
WBGene00001246,5,125,20,157,130
WBGene00001247,1901,2105,858,197,1127
WBGene00001248,6847,3396,2077,238,1285
WBGene00001249,8716,11629,2637,560,2476
WBGene00001250,4782,6756,1236,345,2115
WBGene00001251,15831,21779,7139,497,4038
WBGene00001252,309,267,491,8,90
WBGene00001253,6229,7240,973,153,1119
WBGene00001258,9272,19424,7618,8473,14997
WBGene00001259,27240,20502,14851,14559,18353
WBGene00001262,10284,80173,18204,6892,24521
WBGene00001263,88502,133646,10943,27763,91622
WBGene00001281,4732,3288,3110,3300,3440
WBGene00001284,8849,4291,6102,2396,5100
WBGene00001303,36404,15413,4467,7215,35389
WBGene00001309,2448,3614,1569,1103,2266
WBGene00001310,21,41,3,7,8
WBGene00001311,54,65,8,9,9
WBGene00001320,7760,10939,14592,8955,9784
WBGene00001324,6458,13678,3486,3575,3490
WBGene00001325,10323,20342,2746,990,2424
WBGene00001328,76979,24454,7159,10810,61292
WBGene00001329,33764,228952,17189,7082,18400
WBGene00001330,43102,97600,11655,3396,26438
WBGene00001331,26764,17800,6187,1818,15791
WBGene00001332,1378,1480,2542,1284,1556
WBGene00001333,44963,165944,17053,15516,52034
WBGene00001334,8519,14207,4343,1972,6360
WBGene00001335,4607,9285,2126,494,1869
WBGene00001336,5482,16360,9224,6468,12800
WBGene00001337,16977,30965,19991,14737,31211
WBGene00001338,3520,2040,2992,281,1775
WBGene00001340,18390,27920,5664,4132,8723
WBGene00001345,5803,39639,5508,566,6036
WBGene00001352,14131,8093,7951,3406,6649
WBGene00001358,1689,1712,1494,299,619
WBGene00001365,12493,5903,1897,1037,3655
WBGene00001366,8700,13209,5982,206,3114
WBGene00001368,13014,20017,6557,508,6997
WBGene00001371,701,1760,1483,924,1895
WBGene00001372,673,293,812,1550,691
WBGene00001373,128,905,372,18,268
WBGene00001374,879,22554,4731,101,1457
WBGene00001377,6036,3206,289,287,208
WBGene00001385,55746,203355,137212,29523,137798
WBGene00001386,719,13248,2515,63568,91874
WBGene00001387,6254,5295,9333,180,789
WBGene00001388,11,94,91,4,30
WBGene00001389,892,414,2261,65,1353
WBGene00001390,222,5440,8893,1276,3008
WBGene00001391,12,12248,17465,88,1345
WBGene00001392,9,9955,7616,1668,8348
WBGene00001393,2883,59346,64818,24457,51703
WBGene00001394,614,120413,19903,34470,76225
WBGene00001395,5836,51111,2930,5066,19489
WBGene00001396,8196,38910,22049,7264,28348
WBGene00001397,109,1379,1876,971,1399
WBGene00001398,231,107256,16036,15744,48840
WBGene00001399,26,410,7,453,529
WBGene00001400,3381,3989,291,9,169
WBGene00001401,311,120,2434,1342,1716
WBGene00001402,236,153,1308,1126,1839
WBGene00001403,1057,13773,7639,542,3288
WBGene00001404,9261,36783,6613,8970,20636
WBGene00001405,11467,11906,7067,2505,7024
WBGene00001406,2752,2171,1172,678,1630
WBGene00001410,1717,38664,2387,182,1838
WBGene00001411,4861,11404,9116,3121,6336
WBGene00001412,978,5502,2485,3242,2324
WBGene00001413,998,697,542,1377,424
WBGene00001414,219,195,83,111,1331
WBGene00001423,22091,43911,13485,25356,28844
WBGene00001424,1,6,55,57,50
WBGene00001425,1965,2712,992,808,1523
WBGene00001426,32267,22153,7283,3770,17172
WBGene00001427,42770,37220,31062,11150,32044
WBGene00001428,16662,2651,1225,484,10784
WBGene00001429,6911,682,131,9,1599
WBGene00001430,26786,4747,195,577,20538
WBGene00001431,8409,14516,10948,10014,15690
WBGene00001432,21398,214,317,25,1034
WBGene00001433,1131,1111,1094,227,2557
WBGene00001434,2688,1947,159,15,128
WBGene00001435,120,4,4,206,6
WBGene00001436,104,13,1,255,3
WBGene00001437,56,44,5,36,7
WBGene00001438,185,2287,55,110,614
WBGene00001439,11256,224289,45880,1493,8657
WBGene00001440,4584,2652,1317,22,343
WBGene00001441,3786,333197,12223,1701,12941
WBGene00001442,422,493,230,7,218
WBGene00001443,12545,9143,6810,3526,7060
WBGene00001444,576,84522,17509,170,3136
WBGene00001445,8,6861,8388,49,730
WBGene00001446,19,24991,11934,160,2561
WBGene00001447,47,7946,6196,75,1357
WBGene00001448,133,13205,11658,188,3017
WBGene00001449,19,28223,13518,277,2349
WBGene00001450,14,9866,4638,153,1565
WBGene00001451,84,3519,6717,118,2044
WBGene00001452,132,58562,14502,276,6307
WBGene00001453,1534,49918,6208,274,2741
WBGene00001454,232,9638,15826,150,2515
WBGene00001455,20,7600,17562,349,2402
WBGene00001456,58,4375,6038,144,1786
WBGene00001457,44,16265,11604,301,2240
WBGene00001458,1380,8943,7050,96,2216
WBGene00001459,81,14610,8928,125,2771
WBGene00001460,6,3720,8494,105,2503
WBGene00001461,82,16275,13661,126,1832
WBGene00001462,263,42425,9016,127,1856
WBGene00001463,11,3310,3621,39,816
WBGene00001464,253,4484,8582,46,1405
WBGene00001465,554,2316,1146,147,1174
WBGene00001466,393,1968,884,34,619
WBGene00001468,592,1215,26,55,920
WBGene00001470,16743,7717,4021,1730,3046
WBGene00001475,54047,13383,3062,163,3498
WBGene00001476,1234,12269,1474,473,3809
WBGene00001477,5901,1223,40,424,410
WBGene00001478,27,1428,1379,196,1450
WBGene00001479,3023,7366,5507,701,14266
WBGene00001480,285,4982,1062,352,1173
WBGene00001481,169,733,1613,600,1136
WBGene00001482,531,290,1549,680,342
WBGene00001483,85,171,1063,46,1064
WBGene00001484,12191,25596,4015,899,3601
WBGene00001485,1856,3699,1579,1008,1479
WBGene00001486,845,306,740,239,546
WBGene00001487,43,876,796,206,273
WBGene00001488,14118,269299,41917,10910,27995
WBGene00001489,29371,19660,7456,511,5625
WBGene00001490,3335,16715,4481,240,3964
WBGene00001491,15785,87225,34585,4408,11416
WBGene00001492,8880,7975,1115,442,4504
WBGene00001493,40438,128245,22129,5670,17016
WBGene00001494,797,17489,6447,215,1773
WBGene00001495,1354,10942,8268,158,1408
WBGene00001496,2977,20533,11975,1748,4807
WBGene00001497,6465,7255,4274,3399,11407
WBGene00001498,7631,15591,13539,4581,15466
WBGene00001499,4973,4856,3007,4347,1952
WBGene00001500,413,7688,11184,202,451
WBGene00001501,18472,51355,14505,6299,38774
WBGene00001502,130481,862905,61255,19848,88896
WBGene00001503,8663,55381,14254,21014,52672
WBGene00001505,1352,3255,2895,176,1842
WBGene00001506,3696,987,198,12,375
WBGene00001507,4,95,267,10,10
WBGene00001508,6642,2962,1684,208,3317
WBGene00001509,6302,9685,6022,2071,4503
WBGene00001510,31470,59518,8585,5265,8288
WBGene00001511,9380,3193,2365,9598,3064
WBGene00001512,8,3036,810,25,387
WBGene00001513,4038,4488,3758,4235,2968
WBGene00001514,757,446,2393,4469,1692
WBGene00001515,887,9965,1700,77,790
WBGene00001516,24066,38542,9385,2593,8509
WBGene00001517,162,4322,1456,46,449
WBGene00001518,181,9683,2823,91,1547
